,Player,Team,FF Pts,Plays,TRGT,REC,RCYDS,RCTDS,RUATT,RUYDS,RUTDS,INT,FUM,Week,Season
63, M. Crabtree,SF,3.1,6,6,4,31,0,0,0,0,0,0,3,2012
64, Ryan Whalen,CIN,3.1,7,7,4,31,0,0,0,0,0,0,3,2012
65, Brian Quick,LAR,3.1,4,4,2,31,0,0,0,0,0,0,3,2012
66, Robert Meachem,LAC,3,7,7,3,30,0,0,0,0,0,0,3,2012
67, Kenny Britt,TEN,3,6,6,4,30,0,0,0,0,0,0,3,2012
68, L. Fitzgerald,ARI,2.9,7,7,4,29,0,0,0,0,0,0,3,2012
69, Early Doucet,ARI,2.8,8,6,3,19,0,2,9,0,0,0,3,2012
70, Earl Bennett,CHI,2.7,6,6,3,27,0,0,0,0,0,0,3,2012
71, Kevin Ogletree,DAL,2.7,6,6,4,27,0,0,0,0,0,0,3,2012
72, Steve E. Smith,LAR,2.6,6,6,4,26,0,0,0,0,0,0,3,2012
73, Anquan Boldin,BAL,2.4,8,8,3,24,0,0,0,0,0,0,3,2012
74, Keshawn Martin,HOU,2.4,8,8,2,24,0,0,0,0,0,1,3,2012
75, Eddie Royal,LAC,2.2,5,5,2,22,0,0,0,0,0,0,3,2012
76, T.Y. Hilton,IND,2.2,5,5,2,22,0,0,0,0,0,0,3,2012
77, K. Williams,SF,2.1,5,4,1,18,0,1,3,0,0,0,3,2012
78, J. Cotchery,PIT,2,1,1,1,20,0,0,0,0,0,0,3,2012
79, Kendall Wright,TEN,1.9,3,3,3,19,0,0,0,0,0,0,3,2012
80, Jacoby Jones,BAL,1.7,2,2,2,17,0,0,0,0,0,0,3,2012
81, Mike Thomas,JAC,1.7,3,3,2,17,0,0,0,0,0,0,3,2012
82, Andrew Hawkins,CIN,1.7,4,4,2,17,0,0,0,0,0,0,3,2012
83, Nate Burleson,DET,1.6,3,3,1,16,0,0,0,0,0,0,3,2012
84, Josh Morgan,WAS,1.6,2,2,2,16,0,0,0,0,0,1,3,2012
85, Doug Baldwin,SEA,1.5,2,2,2,15,0,0,0,0,0,0,3,2012
86, Randy Moss,SF,1.4,4,4,1,14,0,0,0,0,0,0,3,2012
87, Dez Bryant,DAL,1.4,3,3,2,14,0,0,0,0,0,0,3,2012
88, A. Robinson,WAS,1.4,2,1,0,0,0,1,14,0,0,0,3,2012
89, Arrelious Benn,TB,1.1,3,1,0,0,0,2,11,0,0,0,3,2012
90, Deion Branch,NE,0.9,2,2,1,9,0,0,0,0,0,0,3,2012
91, Josh Cribbs,CLE,0.8,1,1,1,8,0,0,0,0,0,0,3,2012
92, Brad Smith,BUF,0.7,2,1,1,5,0,1,2,0,0,0,3,2012
93, Julian Edelman,NE,0.7,2,2,2,7,0,0,0,0,0,0,3,2012
94, Michael Floyd,ARI,0.7,1,1,1,7,0,0,0,0,0,0,3,2012
95, Justin Blackmon,JAC,0.7,4,4,1,7,0,0,0,0,0,0,3,2012
96, Brandon Lloyd,NE,0.6,8,8,1,6,0,0,0,0,0,0,3,2012
97, T.J. Graham,BUF,0.6,1,1,1,6,0,0,0,0,0,0,3,2012
98, Brandon Tate,CIN,0.3,1,1,1,3,0,0,0,0,0,0,3,2012
99,. Donald Driver,GB,0.2,1,1,1,2,0,0,0,0,0,0,3,2012
100,. Ruvell Martin,BUF,0,0,0,0,0,0,0,0,0,0,0,3,2012
101,. Kassim Osgood,DET,0,0,0,0,0,0,0,0,0,0,0,3,2012
102,. Derek Hagan,LVR,0,1,1,0,0,0,0,0,0,0,0,3,2012
103,. Braylon Edwards,SEA,0,2,2,0,0,0,0,0,0,0,0,3,2012
104,. M. Spurlock,JAC,0,0,0,0,0,0,0,0,0,0,0,3,2012
105,. Maurice Stovall,JAC,0,0,0,0,0,0,0,0,0,0,0,3,2012
106,. Roscoe Parrish,TB,0,0,0,0,0,0,0,0,0,0,1,3,2012
107,. Courtney Roby,NO,0,0,0,0,0,0,0,0,0,0,0,3,2012
108,. Ted Ginn Jr.,SF,0,0,0,0,0,0,0,0,0,0,0,3,2012
109,. D. Aromashodu,MIN,0,0,0,0,0,0,0,0,0,0,0,3,2012
110,. Jason Hill,NYJ,0,0,0,0,0,0,0,0,0,0,0,3,2012
111,. Eric Weems,CHI,0,0,0,0,0,0,0,0,0,0,0,3,2012
112,. Andre Caldwell,DEN,0,0,0,0,0,0,0,0,0,0,0,3,2012
113,. Chaz Schilens,NYJ,0,3,3,0,0,0,0,0,0,0,0,3,2012
114,. Matthew Slater,NE,0,0,0,0,0,0,0,0,0,0,0,3,2012
115,. Ramses Barden,NYG,0,0,0,0,0,0,0,0,0,0,0,3,2012
116,. Golden Tate,SEA,0,3,3,0,0,0,0,0,0,0,0,3,2012
117,. Armanti Edwards,CAR,0,0,0,0,0,0,0,0,0,0,0,3,2012
118,. Richard Goodman,LAC,0,2,2,0,0,0,0,0,0,0,0,3,2012
119,. B. Banks,WAS,0,0,0,0,0,0,0,0,0,0,0,3,2012
120,. Dwayne Harris,DAL,0,0,0,0,0,0,0,0,0,0,0,3,2012
121,. Stephen Burton,MIN,0,0,0,0,0,0,0,0,0,0,0,3,2012
122,. Kealoha Pilares,CAR,0,0,0,0,0,0,0,0,0,0,0,3,2012
123,. D. Sanzenbacher,CHI,0,0,0,0,0,0,0,0,0,0,0,3,2012
124,. Andre Holmes,DAL,0,0,0,0,0,0,0,0,0,0,0,3,2012
125,. LaQuan Williams,BAL,0,0,0,0,0,0,0,0,0,0,0,3,2012
126,. DeVier Posey,HOU,0,1,1,0,0,0,0,0,0,0,0,3,2012
127,. Juron Criner,LVR,0,1,1,0,0,0,0,0,0,0,0,3,2012
128,. Rueben Randle,NYG,0,0,0,0,0,0,0,0,0,0,0,3,2012
129,. Jarrett Boykin,GB,0,0,0,0,0,0,0,0,0,0,0,3,2012
130,. Marvin Jones,CIN,0,0,0,0,0,0,0,0,0,0,0,3,2012
131,. Nathan Palmer,IND,0,0,0,0,0,0,0,0,0,0,0,3,2012
132,. Kevin Elliott,JAC,0,1,1,0,0,0,0,0,0,0,0,3,2012
133,. LaVon Brazill,IND,0,1,1,0,0,0,0,0,0,0,0,3,2012
134,. Jason X. Jones,SEA,0,0,0,0,0,0,0,0,0,0,0,3,2012
135,. T. Holliday,DEN,0,0,0,0,0,0,0,0,0,0,1,3,2012
0,Titus Young,DET,22,9,9,9,100,2,0,0,0,0,0,4,2012
1,Steve Smith,CAR,21.9,23,23,10,159,1,0,0,0,0,0,4,2012
2,M. Crabtree,SF,20,6,5,5,72,2,1,8,0,0,0,4,2012
3,D. Thomas,DEN,19.7,9,9,7,137,1,0,0,0,0,0,4,2012
4,Julio Jones,ATL,19.2,6,5,5,123,1,1,9,0,0,0,4,2012
5,Eric Decker,DEN,16.3,6,6,4,43,2,0,0,0,0,0,4,2012
6,Denarius Moore,LVR,15.6,8,8,5,96,1,0,0,0,0,0,4,2012
7,Malcom Floyd,LAC,15.1,11,11,8,91,1,0,0,0,0,0,4,2012
8,Brandon Lloyd,NE,14.8,4,4,2,28,2,0,0,0,0,0,4,2012
9, Dwayne Bowe,KC,14.4,16,16,11,144,0,0,0,0,0,1,4,2012
10, Miles Austin,DAL,13.3,16,16,9,133,0,0,0,0,0,0,4,2012
11, Chris Givens,LAR,12.3,4,4,3,63,1,0,0,0,0,0,4,2012
12, Sidney Rice,SEA,11.8,9,8,6,55,1,1,3,0,0,0,4,2012
13, Cecil Shorts,JAC,11.6,12,12,8,116,0,0,0,0,0,0,4,2012
14, Josh Morgan,WAS,11,23,20,11,92,0,2,18,0,0,0,4,2012
15, Dez Bryant,DAL,11,11,11,5,110,0,0,0,0,0,2,4,2012
16, Randy Moss,SF,10.7,1,1,1,47,1,0,0,0,0,0,4,2012
17, Kendall Wright,TEN,10.7,5,5,4,47,1,0,0,0,0,0,4,2012
18, B. Marshall,CHI,9.8,14,14,9,98,0,0,0,0,0,0,4,2012
19, Ryan Broyles,DET,9.7,5,5,3,37,1,0,0,0,0,0,4,2012
20, D. Heyward-Bey,LVR,9.2,3,3,1,32,1,0,0,0,0,0,4,2012
21, Reggie Wayne,IND,9.1,11,11,7,91,0,0,0,0,0,0,4,2012
22, Drew Davis,ATL,9,2,2,2,30,1,0,0,0,0,0,4,2012
23, Chaz Schilens,NYJ,8.9,5,5,4,29,1,0,0,0,0,0,4,2012
24, Brandon LaFell,CAR,8.8,4,4,3,88,0,0,0,0,0,0,4,2012
25, Randall Cobb,GB,8.8,7,7,5,28,1,0,0,0,0,0,4,2012
26, Santana Moss,WAS,8.3,11,11,5,23,1,0,0,0,0,0,4,2012
27, Armanti Edwards,CAR,8.2,1,1,1,82,0,0,0,0,0,0,4,2012
28, Clyde Gates,NYJ,8.2,11,11,7,82,0,0,0,0,0,0,4,2012
29, James Jones,GB,7.8,9,9,7,78,0,0,0,0,0,0,4,2012
30, Donald Driver,GB,7,2,2,2,10,1,0,0,0,0,0,4,2012
31, Nate Washington,TEN,6.9,6,6,5,69,0,0,0,0,0,0,4,2012
32, Rueben Randle,NYG,6.8,2,2,2,68,0,0,0,0,0,0,4,2012
33, Justin Blackmon,JAC,6.7,8,8,4,67,0,0,0,0,0,0,4,2012
34, Andre Roberts,ARI,6.5,11,11,7,65,0,0,0,0,0,0,4,2012
35, L. Hankerson,WAS,6.5,8,8,4,65,0,0,0,0,0,0,4,2012
36, Golden Tate,SEA,6.4,7,7,7,64,0,0,0,0,0,1,4,2012
37, Marques Colston,NO,6.3,10,10,5,63,0,0,0,0,0,0,4,2012
38, Mike Wallace,PIT,6.2,9,9,7,62,0,0,0,0,0,0,4,2012
39, D. Alexander,LAC,6.1,4,4,3,61,0,0,0,0,0,0,4,2012
40, DeSean Jackson,PHI,5.9,8,8,5,59,0,0,0,0,0,0,4,2012
41, E. Sanders,PIT,5.6,5,5,3,56,0,0,0,0,0,0,4,2012
42, L. Fitzgerald,ARI,5.2,11,11,5,52,0,0,0,0,0,0,4,2012
43, Wes Welker,NE,4.8,9,9,6,48,0,0,0,0,0,0,4,2012
44, Earl Bennett,CHI,4.7,4,4,3,47,0,0,0,0,0,0,4,2012
45, Calvin Johnson,DET,4.6,8,8,3,46,0,0,0,0,0,0,4,2012
46, Hakeem Nicks,NYG,4.6,7,7,4,46,0,0,0,0,0,0,4,2012
47, Brandon Gibson,LAR,4.6,3,3,3,46,0,0,0,0,0,0,4,2012
48, Josh Gordon,CLE,4.6,5,5,3,46,0,0,0,0,0,0,4,2012
49, Jason Avant,PHI,4.5,7,7,4,45,0,0,0,0,0,1,4,2012
50, Jeremy Kerley,NYJ,4.3,11,11,5,43,0,0,0,0,0,0,4,2012
51, Donnie Avery,IND,4.2,7,7,4,42,0,0,0,0,0,0,4,2012
52, Brian Hartline,MIA,4.1,6,6,4,41,0,0,0,0,0,0,4,2012
53, Brian Quick,LAR,3.9,4,4,1,39,0,0,0,0,0,0,4,2012
54, Roddy White,ATL,3.8,4,4,3,38,0,0,0,0,0,0,4,2012
55, Antonio Brown,PIT,3.8,6,6,4,38,0,0,0,0,0,0,4,2012
56, Marlon Moore,MIA,3.7,1,1,1,37,0,0,0,0,0,0,4,2012
57, Michael Floyd,ARI,3.6,11,11,5,36,0,0,0,0,0,0,4,2012
58, T.Y. Hilton,IND,3.5,6,6,5,35,0,0,0,0,0,0,4,2012
59, Kenny Britt,TEN,3.4,5,5,3,34,0,0,0,0,0,0,4,2012
60, Jeremy Maclin,PHI,3.3,10,10,6,33,0,0,0,0,0,0,4,2012
61, Jabar Gaffney,MIA,3,2,2,1,30,0,0,0,0,0,0,4,2012
62, Stephen Hill,NYJ,2.9,7,7,2,29,0,0,0,0,0,0,4,2012
63, Davone Bess,MIA,2.8,9,9,4,28,0,0,0,0,0,0,4,2012
64, Seyi Ajirotutu,LAC,2.8,1,1,1,28,0,0,0,0,0,0,4,2012
65, Greg L. Little,CLE,2.8,5,5,2,28,0,0,0,0,0,0,4,2012
66, Domenik Hixon,NYG,2.6,3,3,3,26,0,0,0,0,0,0,4,2012
67, Lance Moore,NO,2.5,6,6,3,25,0,0,0,0,0,0,4,2012
68, Dezmon Briscoe,WAS,2.3,4,3,2,22,0,1,1,0,0,0,4,2012
69, Victor Cruz,NYG,2.3,8,8,2,23,0,0,0,0,0,0,4,2012
70, Early Doucet,ARI,2.1,4,4,2,21,0,0,0,0,0,0,4,2012
71, M. Manningham,SF,2,4,4,4,20,0,0,0,0,0,0,4,2012
72, Jon Baldwin,KC,2,4,4,2,20,0,0,0,0,0,0,4,2012
73, Brandon Stokley,DEN,1.9,2,2,2,19,0,0,0,0,0,0,4,2012
74, Mike Thomas,JAC,1.9,7,7,4,19,0,0,0,0,0,0,4,2012
75, Steve Breaston,KC,1.7,3,3,2,17,0,0,0,0,0,0,4,2012
76, Charly Martin,SEA,1.7,3,3,2,17,0,0,0,0,0,0,4,2012
77, Austin Pettis,LAR,1.5,5,5,3,15,0,0,0,0,0,0,4,2012
78, Rod Streater,LVR,0.9,5,5,1,9,0,0,0,0,0,0,4,2012
79, Jarrett Boykin,GB,0.9,1,1,1,9,0,0,0,0,0,0,4,2012
80, LaVon Brazill,IND,0.9,1,1,1,9,0,0,0,0,0,0,4,2012
81, Julian Edelman,NE,0.8,2,2,1,8,0,0,0,0,0,0,4,2012
82, Josh Cribbs,CLE,0.7,2,1,1,7,0,1,0,0,0,1,4,2012
83, M. Spurlock,JAC,0.7,2,2,1,7,0,0,0,0,0,1,4,2012
84, Lavelle Hawkins,TEN,0.7,1,1,1,7,0,0,0,0,0,0,4,2012
85, A. Robinson,WAS,0.6,3,3,1,6,0,0,0,0,0,0,4,2012
86, Devin Hester,CHI,0.5,2,2,1,5,0,0,0,0,0,0,4,2012
87, Louis Murphy,CAR,0.4,6,6,1,4,0,0,0,0,0,0,4,2012
88, K. Williams,SF,0.4,1,1,1,4,0,0,0,0,0,0,4,2012
89, B. Banks,WAS,-0.4,3,2,2,-7,0,1,3,0,0,0,4,2012
90, Robert Meachem,LAC,-0.6,4,3,0,0,0,1,-6,0,0,0,4,2012
91, Terrance Copper,KC,0,1,1,0,0,0,0,0,0,0,0,4,2012
92, J. Cotchery,PIT,0,0,0,0,0,0,0,0,0,0,0,4,2012
93, Kassim Osgood,DET,0,0,0,0,0,0,0,0,0,0,0,4,2012
94, Derek Hagan,LVR,0,1,1,0,0,0,0,0,0,0,0,4,2012
95, D. Henderson,NO,0,4,4,0,0,0,0,0,0,0,0,4,2012
96, Deion Branch,NE,0,1,1,0,0,0,0,0,0,0,0,4,2012
97, Maurice Stovall,JAC,0,0,0,0,0,0,0,0,0,0,0,4,2012
98, Courtney Roby,NO,0,1,1,0,0,0,0,0,0,0,0,4,2012
99,. Ted Ginn Jr.,SF,0,1,1,1,0,0,0,0,0,0,0,4,2012
100,. Steve E. Smith,LAR,0,0,0,0,0,0,0,0,0,0,0,4,2012
101,. Ben Obomanu,SEA,0,0,0,0,0,0,0,0,0,0,0,4,2012
102,. Eric Weems,CHI,0,0,0,0,0,0,0,0,0,0,0,4,2012
103,. Andre Caldwell,DEN,0,0,0,0,0,0,0,0,0,0,0,4,2012
104,. Matthew Slater,NE,0,0,0,0,0,0,0,0,0,0,0,4,2012
105,. Brian Robiskie,DET,0,0,0,0,0,0,0,0,0,0,0,4,2012
106,. Ramses Barden,NYG,0,1,1,0,0,0,0,0,0,0,0,4,2012
107,. Kevin Ogletree,DAL,0,3,3,0,0,0,0,0,0,0,0,4,2012
108,. Damian Williams,TEN,0,1,1,1,0,0,0,0,0,0,0,4,2012
109,. Mardy Gilyard,PHI,0,0,0,0,0,0,0,0,0,0,0,4,2012
110,. Riley Cooper,PHI,0,1,1,0,0,0,0,0,0,0,0,4,2012
111,. Richard Goodman,LAC,0,0,0,0,0,0,0,0,0,0,0,4,2012
112,. Dwayne Harris,DAL,0,0,0,0,0,0,0,0,0,0,0,4,2012
113,. Kealoha Pilares,CAR,0,1,1,0,0,0,0,0,0,0,0,4,2012
114,. Kevin Cone,ATL,0,0,0,0,0,0,0,0,0,0,0,4,2012
115,. Travis Benjamin,CLE,0,0,0,0,0,0,0,0,0,0,0,4,2012
116,. Juron Criner,LVR,0,2,2,0,0,0,0,0,0,0,0,4,2012
117,. Josh Cooper,CLE,0,1,1,0,0,0,0,0,0,0,0,4,2012
118,. Marcus Thigpen,MIA,0,0,0,0,0,0,0,0,0,0,0,4,2012
119,. Kevin Elliott,JAC,0,2,2,0,0,0,0,0,0,0,0,4,2012
120,. D. Presley,MIA,0,0,0,0,0,0,0,0,0,0,0,4,2012
121,. Cole Beasley,DAL,0,0,0,0,0,0,0,0,0,0,0,4,2012
122,. T. Holliday,DEN,0,0,0,0,0,0,0,0,0,0,0,4,2012
0,B. Marshall,CHI,30.2,10,10,9,122,3,0,0,0,0,0,5,2012
1,Reggie Wayne,IND,23.4,20,20,15,174,1,0,0,0,0,0,5,2012
2,Eric Decker,DEN,23.4,15,15,10,114,2,0,0,0,0,0,5,2012
3,Cecil Shorts,JAC,22.1,17,17,9,161,1,0,0,0,0,0,5,2012
4,D. Thomas,DEN,21.2,19,19,15,212,0,0,0,0,0,0,5,2012
5,T.Y. Hilton,IND,19.3,15,12,6,102,1,3,31,0,0,0,5,2012
6,Randall Cobb,GB,18.6,12,9,3,37,2,3,29,0,0,0,5,2012
7,Donnie Avery,IND,17.3,14,14,9,173,0,0,0,0,0,0,5,2012
8,Golden Tate,SEA,16.9,8,6,4,28,2,2,21,0,0,0,5,2012
9, A.J. Green,CIN,16.5,10,9,7,99,1,1,6,0,0,0,5,2012
10, DeSean Jackson,PHI,16,7,7,3,100,1,0,0,0,0,0,5,2012
11, Brandon Stokley,DEN,15.7,9,9,7,97,1,0,0,0,0,0,5,2012
12, M. Spurlock,JAC,15.6,11,11,11,96,1,0,0,0,0,0,5,2012
13, Kevin Ogletree,DAL,15.6,4,4,3,96,1,0,0,0,0,0,5,2012
14, Vincent Jackson,TB,14.4,4,4,2,84,1,0,0,0,0,0,5,2012
15, Julio Jones,ATL,13.7,7,6,5,129,0,1,8,0,0,0,5,2012
16, L. Fitzgerald,ARI,13.4,12,12,6,74,1,0,0,0,0,0,5,2012
17, Calvin Johnson,DET,12.9,8,8,7,129,0,0,0,0,0,0,5,2012
18, M. Williams,TB,12.8,8,8,4,68,1,0,0,0,0,0,5,2012
19, Mike Wallace,PIT,12.6,5,5,3,66,1,0,0,0,0,0,5,2012
20, James Jones,GB,12.1,7,7,4,61,1,0,0,0,0,0,5,2012
21, Roddy White,ATL,11.8,10,10,7,118,0,0,0,0,0,0,5,2012
22, Andre Johnson,HOU,11.8,10,10,8,118,0,0,0,0,0,0,5,2012
23, L. Robinson,JAC,11.8,24,24,15,118,0,0,0,0,0,1,5,2012
24, Justin Blackmon,JAC,11.7,14,14,8,57,1,0,0,0,0,0,5,2012
25, Sidney Rice,SEA,11.4,5,4,4,54,1,0,0,0,0,0,5,2012
26, Rod Streater,LVR,11.4,10,10,4,54,1,0,0,0,0,0,5,2012
27, Brian Hartline,MIA,10.7,12,12,8,107,0,0,0,0,0,0,5,2012
28, Marques Colston,NO,10.6,4,4,4,46,1,0,0,0,0,0,5,2012
29, Torrey Smith,BAL,10.6,9,9,4,46,1,0,0,0,0,0,5,2012
30, Nate Washington,TEN,9.5,2,2,2,35,1,0,0,0,0,0,5,2012
31, Andre Roberts,ARI,8.6,7,7,4,86,0,0,0,0,0,1,5,2012
32, E. Sanders,PIT,8,2,2,2,20,1,0,0,0,0,0,5,2012
33, Michael Floyd,ARI,8,7,7,5,80,0,0,0,0,0,0,5,2012
34, Miles Austin,DAL,7.6,9,9,7,76,0,0,0,0,0,0,5,2012
35, D. Heyward-Bey,LVR,7.4,6,6,5,74,0,0,0,0,0,0,5,2012
36, Davone Bess,MIA,6.7,9,9,6,67,0,0,0,0,0,0,5,2012
37, Kenny Britt,TEN,6.7,8,8,5,67,0,0,0,0,0,1,5,2012
38, Victor Cruz,NYG,6.7,11,11,5,67,0,0,0,0,0,0,5,2012
39, Denarius Moore,LVR,6.6,9,9,4,66,0,0,0,0,0,0,5,2012
40, Donald Jones,BUF,6.5,9,9,6,65,0,0,0,0,0,0,5,2012
41, Lance Moore,NO,6.1,2,2,2,61,0,0,0,0,0,0,5,2012
42, Anquan Boldin,BAL,5.7,5,5,5,57,0,0,0,0,0,0,5,2012
43, Jason Avant,PHI,5.6,9,9,6,56,0,0,0,0,0,0,5,2012
44, Greg L. Little,CLE,5.2,7,7,5,52,0,0,0,0,0,0,5,2012
45, Ryan Broyles,DET,5.2,6,6,6,52,0,0,0,0,0,0,5,2012
46, J. Cotchery,PIT,5,4,4,4,50,0,0,0,0,0,0,5,2012
47, LaVon Brazill,IND,4.6,7,7,3,46,0,0,0,0,0,0,5,2012
48, Josh Gordon,CLE,3.8,3,3,2,38,0,0,0,0,0,0,5,2012
49, Percy Harvin,MIN,3.4,10,6,2,10,0,4,24,0,0,1,5,2012
50, Andrew Hawkins,CIN,3,8,7,4,32,0,1,-2,0,0,0,5,2012
51, Kendall Wright,TEN,3,7,7,2,30,0,0,0,0,0,0,5,2012
52, Stevie Johnson,BUF,2.9,7,7,3,29,0,0,0,0,0,0,5,2012
53, Brandon LaFell,CAR,2.9,8,8,4,29,0,0,0,0,0,0,5,2012
54, Mohamed Sanu,CIN,2.9,3,3,2,29,0,0,0,0,0,0,5,2012
55, Kevin Walter,HOU,2.8,3,3,2,28,0,0,0,0,0,0,5,2012
56, Jeremy Maclin,PHI,2.8,4,4,2,28,0,0,0,0,0,0,5,2012
57, Jabar Gaffney,MIA,2.7,3,3,2,27,0,0,0,0,0,0,5,2012
58, Earl Bennett,CHI,2.2,8,8,4,22,0,0,0,0,0,0,5,2012
59, Steve Smith,CAR,2.1,8,7,1,19,0,1,2,0,0,0,5,2012
60, Titus Young,DET,2,5,5,2,20,0,0,0,0,0,0,5,2012
61, Devin Hester,CHI,1.9,2,2,2,19,0,0,0,0,0,0,5,2012
62, Damian Williams,TEN,1.9,3,3,2,19,0,0,0,0,0,0,5,2012
63, Antonio Brown,PIT,1.9,3,3,2,19,0,0,0,0,0,0,5,2012
64, Travis Benjamin,CLE,1.9,3,3,1,19,0,0,0,0,0,0,5,2012
65, Brandon Tate,CIN,1.7,6,6,1,17,0,0,0,0,0,0,5,2012
66, T. Holliday,DEN,1.7,2,2,2,17,0,0,0,0,0,0,5,2012
67, Dez Bryant,DAL,1.5,4,4,1,15,0,0,0,0,0,0,5,2012
68, Jerome Simpson,MIN,1.4,2,2,1,14,0,0,0,0,0,0,5,2012
69, T. Underwood,TB,1.2,2,2,1,12,0,0,0,0,0,0,5,2012
70, Donald Driver,GB,1,2,2,1,10,0,0,0,0,0,0,5,2012
71, Hakeem Nicks,NYG,1,4,4,1,10,0,0,0,0,0,0,5,2012
72, Armanti Edwards,CAR,0.9,3,3,1,9,0,0,0,0,0,0,5,2012
73, D. Henderson,NO,0.8,3,3,1,8,0,0,0,0,0,0,5,2012
74, Michael Jenkins,MIN,0.8,2,2,2,8,0,0,0,0,0,0,5,2012
75, Cole Beasley,DAL,0.8,2,2,1,8,0,0,0,0,0,0,5,2012
76, Jarrett Boykin,GB,0.7,2,2,2,7,0,0,0,0,0,0,5,2012
77, Derek Hagan,LVR,0.6,3,3,1,6,0,0,0,0,0,0,5,2012
78, M. Massaquoi,CLE,0.6,3,3,1,6,0,0,0,0,0,0,5,2012
79, Doug Baldwin,SEA,0.6,3,3,1,6,0,0,0,0,0,0,5,2012
80, Jermaine Kearse,SEA,0.6,2,2,1,6,0,0,0,0,0,0,5,2012
81, T.J. Graham,BUF,0.4,3,3,2,4,0,0,0,0,0,0,5,2012
82, Keshawn Martin,HOU,0.1,1,0,0,0,0,1,1,0,0,0,5,2012
83, Greg Camarillo,NO,0,0,0,0,0,0,0,0,0,0,0,5,2012
84, Josh Cribbs,CLE,0,0,0,0,0,0,0,0,0,0,0,5,2012
85, Ruvell Martin,BUF,0,1,1,0,0,0,0,0,0,0,0,5,2012
86, Kassim Osgood,DET,0,0,0,0,0,0,0,0,0,0,0,5,2012
87, Brad Smith,BUF,0,1,0,0,0,0,1,0,0,0,0,5,2012
88, Maurice Stovall,JAC,0,0,0,0,0,0,0,0,0,0,0,5,2012
89, Roscoe Parrish,TB,0,0,0,0,0,0,0,0,0,0,0,5,2012
90, Domenik Hixon,NYG,0,1,1,0,0,0,0,0,0,0,0,5,2012
91, Jacoby Jones,BAL,0,2,2,0,0,0,0,0,0,0,0,5,2012
92, D. Aromashodu,MIN,0,1,1,0,0,0,0,0,0,0,0,5,2012
93, Eric Weems,CHI,0,1,1,0,0,0,0,0,0,0,0,5,2012
94, Jordy Nelson,GB,0,1,1,0,0,0,0,0,0,0,0,5,2012
95, Harry Douglas,ATL,0,2,2,0,0,0,0,0,0,0,0,5,2012
96, Andre Caldwell,DEN,0,0,0,0,0,0,0,0,0,0,0,5,2012
97, Early Doucet,ARI,0,4,4,0,0,0,0,0,0,0,0,5,2012
98, Louis Murphy,CAR,0,2,2,0,0,0,0,0,0,0,0,5,2012
99,. Ramses Barden,NYG,0,0,0,0,0,0,0,0,0,0,0,5,2012
100,. Mike Thomas,DET,0,0,0,0,0,0,0,0,0,0,0,5,2012
101,. Charly Martin,SEA,0,0,0,0,0,0,0,0,0,0,0,5,2012
102,. Arrelious Benn,TB,0,0,0,0,0,0,0,0,0,0,0,5,2012
103,. Riley Cooper,PHI,0,1,1,0,0,0,0,0,0,0,0,5,2012
104,. David Gettis,CAR,0,0,0,0,0,0,0,0,0,0,0,5,2012
105,. David Reed,BAL,0,0,0,0,0,0,0,0,0,0,0,5,2012
106,. Marlon Moore,MIA,0,1,1,0,0,0,0,0,0,0,0,5,2012
107,. Jerrel Jernigan,NYG,0,0,0,0,0,0,0,0,0,0,0,5,2012
108,. Dwayne Harris,DAL,0,0,0,0,0,0,0,0,0,0,0,5,2012
109,. Tandon Doss,BAL,0,0,0,0,0,0,0,0,0,0,0,5,2012
110,. Armon Binns,CIN,0,0,0,0,0,0,0,0,0,0,0,5,2012
111,. Joe Morgan,NO,0,0,0,0,0,0,0,0,0,0,0,5,2012
112,. Drew Davis,ATL,0,0,0,0,0,0,0,0,0,0,0,5,2012
113,. LaQuan Williams,BAL,0,0,0,0,0,0,0,0,0,0,0,5,2012
114,. Juron Criner,LVR,0,0,0,0,0,0,0,0,0,0,0,5,2012
115,. Rueben Randle,NYG,0,3,3,0,0,0,0,0,0,0,0,5,2012
116,. Damaris Johnson,PHI,0,0,0,0,0,0,0,0,0,0,0,5,2012
117,. Marcus Thigpen,MIA,0,0,0,0,0,0,0,0,0,0,0,5,2012
118,. Nathan Palmer,IND,0,0,0,0,0,0,0,0,0,0,0,5,2012
119,. Kevin Elliott,JAC,0,0,0,0,0,0,0,0,0,0,0,5,2012
120,. D. Presley,MIA,0,0,0,0,0,0,0,0,0,0,0,5,2012
0,Calvin Johnson,DET,26.7,13,13,12,207,1,0,0,0,0,1,6,2012
1,D. Alexander,LAC,19.4,7,7,5,134,1,0,0,0,0,0,6,2012
2,Torrey Smith,BAL,18.7,6,6,2,67,2,0,0,0,0,0,6,2012
3,Sidney Rice,SEA,17.4,7,7,2,54,2,0,0,0,0,0,6,2012
4,Stevie Johnson,BUF,16.5,18,18,12,165,0,0,0,0,0,0,6,2012
5,Davone Bess,MIA,16.3,17,17,10,103,1,0,0,0,0,0,6,2012
6,Jeremy Maclin,PHI,15.3,15,15,8,93,1,0,0,0,0,0,6,2012
7,Denarius Moore,LVR,15,8,8,4,90,1,0,0,0,0,0,6,2012
8,Dez Bryant,DAL,14.7,5,5,3,87,1,0,0,0,0,0,6,2012
9, Riley Cooper,PHI,14.5,11,11,7,85,1,0,0,0,0,0,6,2012
