,Player,Team,FF Pts,Plays,TRGT,REC,RCYDS,RCTDS,RUATT,RUYDS,RUTDS,INT,FUM,Week,Season
16, Brent Celek,PHI,4.7,9,9,5,47,0,0,0,0,0,1,5,2012
17, Zach Miller,SEA,4.7,3,3,2,47,0,0,0,0,0,0,5,2012
18, M. Bennett,NYG,4,4,4,3,40,0,0,0,0,0,0,5,2012
19, Tony Gonzalez,ATL,3.6,5,5,4,36,0,0,0,0,0,0,5,2012
20, Dennis Pitta,BAL,3.3,3,3,2,33,0,0,0,0,0,0,5,2012
21, Tony Scheffler,DET,2.8,3,3,2,28,0,0,0,0,0,0,5,2012
22, Craig Stevens,TEN,2.6,3,3,2,26,0,0,0,0,0,1,5,2012
23, Jacob Tamme,DEN,2.4,8,8,4,24,0,0,0,0,0,0,5,2012
24, Dallas Clark,TB,2.2,5,5,2,22,0,0,0,0,0,0,5,2012
25, Benjamin Watson,CLE,2.2,3,3,2,22,0,0,0,0,0,0,5,2012
26, Clay Harbor,PHI,2,4,4,3,20,0,0,0,0,0,0,5,2012
27, Nate Byham,TB,1.5,2,2,2,15,0,0,0,0,0,0,5,2012
28, Dorin Dickerson,BUF,1.3,1,1,1,13,0,0,0,0,0,0,5,2012
29, Allen Reisner,MIN,1.3,1,1,1,13,0,0,0,0,0,0,5,2012
30, B. Pettigrew,DET,1.1,3,3,1,11,0,0,0,0,0,0,5,2012
31, Ed Dickson,BAL,1.1,3,3,2,11,0,0,0,0,0,0,5,2012
32, Anthony Fasano,MIA,0.8,4,4,1,8,0,0,0,0,0,0,5,2012
33, Alex Smith,CLE,0.8,4,4,3,8,0,0,0,0,0,0,5,2012
34, Gary Barnidge,CAR,0.8,1,1,1,8,0,0,0,0,0,0,5,2012
35, Richard Gordon,LVR,0.8,2,2,1,8,0,0,0,0,0,0,5,2012
36, Taylor Thompson,TEN,0.7,1,1,1,7,0,0,0,0,0,0,5,2012
37, David Paulson,PIT,0.7,2,2,1,7,0,0,0,0,0,0,5,2012
38, J. Finley,GB,0.6,2,2,1,6,0,0,0,0,0,0,5,2012
39, Jared Cook,TEN,0.6,5,5,2,6,0,0,0,0,0,1,5,2012
40, Michael Palmer,ATL,0.5,1,1,1,5,0,0,0,0,0,0,5,2012
41, Rhett Ellison,MIN,0.4,1,1,1,4,0,0,0,0,0,0,5,2012
42, Orson Charles,CIN,0.4,1,1,1,4,0,0,0,0,0,0,5,2012
43, Luke Stocker,TB,0.2,2,2,1,2,0,0,0,0,0,0,5,2012
44, David Thomas,NO,0,0,0,0,0,0,0,0,0,0,0,5,2012
45, Jeff King,ARI,0,1,1,0,0,0,0,0,0,0,0,5,2012
46, Ben Hartsock,CAR,0,0,0,0,0,0,0,0,0,0,0,5,2012
47, Will Heller,DET,0,1,1,0,0,0,0,0,0,0,0,5,2012
48, Leonard Pope,PIT,0,0,0,0,0,0,0,0,0,0,0,5,2012
49, Matt Spaeth,CHI,0,0,0,0,0,0,0,0,0,0,0,5,2012
50, Kellen Davis,CHI,0,0,0,0,0,0,0,0,0,0,0,5,2012
51, John Phillips,DAL,0,0,0,0,0,0,0,0,0,0,0,5,2012
52, Travis Beckum,NYG,0,0,0,0,0,0,0,0,0,0,0,5,2012
53, Evan Moore,SEA,0,0,0,0,0,0,0,0,0,0,0,5,2012
54, Zach Potter,JAC,0,0,0,0,0,0,0,0,0,0,0,5,2012
55, Jim Dray,ARI,0,0,0,0,0,0,0,0,0,0,0,5,2012
56, Anthony McCoy,SEA,0,0,0,0,0,0,0,0,0,0,0,5,2012
57, Richie Brockel,CAR,0,0,0,0,0,0,0,0,0,0,0,5,2012
58, Jeron Mastrud,MIA,0,0,0,0,0,0,0,0,0,0,0,5,2012
59, Kyle Rudolph,MIN,0,2,2,0,0,0,0,0,0,0,0,5,2012
60, Jordan Cameron,CLE,0,2,2,0,0,0,0,0,0,0,0,5,2012
61, Virgil Green,DEN,0,0,0,0,0,0,0,0,0,0,0,5,2012
62, Ryan Taylor,GB,0,0,0,0,0,0,0,0,0,0,0,5,2012
63, DJ Williams,GB,0,0,0,0,0,0,0,0,0,0,0,5,2012
64, David Ausberry,LVR,0,0,0,0,0,0,0,0,0,0,0,5,2012
65, Lee Smith,BUF,0,0,0,0,0,0,0,0,0,0,0,5,2012
66, Kyle Adams,CHI,0,0,0,0,0,0,0,0,0,0,0,5,2012
67, Weslye Saunders,IND,0,1,1,0,0,0,0,0,0,0,0,5,2012
68, Tommy Gallarda,ATL,0,0,0,0,0,0,0,0,0,0,0,5,2012
69, Greg Scruggs,SEA,0,0,0,0,0,0,0,0,0,0,0,5,2012
70, Bradley Sowell,IND,0,0,0,0,0,0,0,0,0,0,0,5,2012
71, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,5,2012
72, James Hanna,DAL,0,0,0,0,0,0,0,0,0,0,0,5,2012
0,Jimmy Graham,NO,26.6,8,8,7,146,2,0,0,0,0,0,6,2012
1,Tony Gonzalez,ATL,24.2,15,15,11,122,2,0,0,0,0,0,6,2012
2,Scott Chandler,BUF,15.5,12,12,7,95,1,0,0,0,0,1,6,2012
3,Dennis Pitta,BAL,12.7,5,5,5,67,1,0,0,0,0,0,6,2012
4,Kyle Rudolph,MIN,12.4,9,9,7,64,1,0,0,0,0,0,6,2012
5,Antonio Gates,LAC,11.7,5,5,4,57,1,0,0,0,0,0,6,2012
6,B. Pettigrew,DET,9.2,9,9,3,32,1,0,0,0,0,0,6,2012
7,Rob Gronkowski,NE,9.1,4,4,3,31,1,0,0,0,0,0,6,2012
8,Jared Cook,TEN,8.6,3,3,1,26,1,0,0,0,0,0,6,2012
9, Logan Paulsen,WAS,7.7,1,1,1,17,1,0,0,0,0,0,6,2012
10, J. Gresham,CIN,7.5,4,4,3,15,1,0,0,0,0,0,6,2012
11, Brent Celek,PHI,7.3,11,11,8,73,0,0,0,0,0,0,6,2012
12, Tony Moeaki,KC,6.8,6,6,3,68,0,0,0,0,0,0,6,2012
13, Dallas Clark,TB,6.3,1,1,1,3,1,0,0,0,0,0,6,2012
14, Ed Dickson,BAL,5.9,2,2,2,59,0,0,0,0,0,0,6,2012
15, Brandon Myers,LVR,5.7,7,7,5,57,0,0,0,0,0,0,6,2012
16, Lance Kendricks,LAR,4.8,6,6,3,48,0,0,0,0,0,0,6,2012
17, Heath Miller,PIT,4.7,4,4,4,47,0,0,0,0,0,0,6,2012
18, Jason Witten,DAL,4.7,10,10,8,47,0,0,0,0,0,0,6,2012
19, Dustin Keller,NYJ,4.7,5,5,3,47,0,0,0,0,0,0,6,2012
20, Zach Miller,SEA,3.7,6,6,5,37,0,0,0,0,0,0,6,2012
21, M. Bennett,NYG,3.7,9,9,4,37,0,0,0,0,0,0,6,2012
22, Vernon Davis,SF,3,5,5,4,30,0,0,0,0,0,0,6,2012
23, Clay Harbor,PHI,2.4,9,9,4,24,0,0,0,0,0,0,6,2012
24, Orson Charles,CIN,1.9,1,1,1,19,0,0,0,0,0,0,6,2012
25, Garrett Graham,HOU,1.5,4,4,3,15,0,0,0,0,0,0,6,2012
26, David Ausberry,LVR,1.5,2,2,2,15,0,0,0,0,0,0,6,2012
27, Charles Clay,MIA,1.5,6,6,1,15,0,0,0,0,0,0,6,2012
28, David Paulson,PIT,1.5,2,2,2,15,0,0,0,0,0,1,6,2012
29, Anthony Fasano,MIA,1.2,5,5,2,12,0,0,0,0,0,0,6,2012
30, Dante Rosario,LAC,1.1,2,2,1,11,0,0,0,0,0,0,6,2012
31, John Carlson,MIN,1.1,1,1,1,11,0,0,0,0,0,0,6,2012
32, Luke Stocker,TB,1.1,1,1,1,11,0,0,0,0,0,0,6,2012
33, Craig Stevens,TEN,0.7,2,2,1,7,0,0,0,0,0,0,6,2012
34, Kyle Adams,CHI,0.7,1,1,1,7,0,0,0,0,0,0,6,2012
35, Kellen Davis,CHI,0.6,5,5,1,6,0,0,0,0,0,1,6,2012
36, Michael Palmer,ATL,0.5,1,1,1,5,0,0,0,0,0,0,6,2012
37, Lee Smith,BUF,0.5,1,1,1,5,0,0,0,0,0,0,6,2012
38, Matt Spaeth,CHI,0.4,3,3,3,4,0,0,0,0,0,0,6,2012
39, Dorin Dickerson,BUF,0.4,1,1,1,4,0,0,0,0,0,0,6,2012
40, Chris Cooley,WAS,0,0,0,0,0,0,0,0,0,0,0,6,2012
41, Randy McMichael,LAC,0,1,1,1,0,0,0,0,0,0,0,6,2012
42, David Thomas,NO,0,0,0,0,0,0,0,0,0,0,0,6,2012
43, Will Heller,DET,0,0,0,0,0,0,0,0,0,0,0,6,2012
44, Tony Scheffler,DET,0,1,1,0,0,0,0,0,0,0,0,6,2012
45, V. Shiancoe,NE,0,0,0,0,0,0,0,0,0,0,0,6,2012
46, Delanie Walker,SF,0,1,1,0,0,0,0,0,0,0,0,6,2012
47, Leonard Pope,PIT,0,0,0,0,0,0,0,0,0,0,0,6,2012
48, Brian Jennings,SF,0,0,0,0,0,0,0,0,0,0,0,6,2012
49, Daniel Fells,NE,0,0,0,0,0,0,0,0,0,0,0,6,2012
50, M. Mulligan,LAR,0,0,0,0,0,0,0,0,0,0,0,6,2012
51, John Phillips,DAL,0,0,0,0,0,0,0,0,0,0,0,6,2012
52, Jake O'Connell,KC,0,0,0,0,0,0,0,0,0,0,0,6,2012
53, Travis Beckum,NYG,0,1,1,0,0,0,0,0,0,0,0,6,2012
54, Bear Pascoe,NYG,0,1,1,0,0,0,0,0,0,0,0,6,2012
55, James Casey,HOU,0,2,2,0,0,0,0,0,0,0,0,6,2012
56, Evan Moore,SEA,0,0,0,0,0,0,0,0,0,0,0,6,2012
57, M. Hoomanawanui,NE,0,1,1,0,0,0,0,0,0,0,0,6,2012
58, Nate Byham,TB,0,0,0,0,0,0,0,0,0,0,0,6,2012
59, Anthony McCoy,SEA,0,0,0,0,0,0,0,0,0,0,0,6,2012
60, Jeff Cumberland,NYJ,0,0,0,0,0,0,0,0,0,0,0,6,2012
61, Steve Maneri,KC,0,0,0,0,0,0,0,0,0,0,0,6,2012
62, Richard Gordon,LVR,0,0,0,0,0,0,0,0,0,0,0,6,2012
63, Niles Paul,WAS,0,0,0,0,0,0,0,0,0,0,0,6,2012
64, Tommy Gallarda,ATL,0,0,0,0,0,0,0,0,0,0,0,6,2012
65, Konrad Reuland,NYJ,0,0,0,0,0,0,0,0,0,0,0,6,2012
66, Mike McNeill,LAR,0,0,0,0,0,0,0,0,0,0,0,6,2012
67, Taylor Thompson,TEN,0,0,0,0,0,0,0,0,0,0,0,6,2012
68, Rhett Ellison,MIN,0,0,0,0,0,0,0,0,0,0,0,6,2012
69, Garrett Celek,SF,0,0,0,0,0,0,0,0,0,0,0,6,2012
70, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,6,2012
71, James Hanna,DAL,0,0,0,0,0,0,0,0,0,0,0,6,2012
0,Rob Gronkowski,NE,25.7,7,7,7,137,2,0,0,0,0,0,7,2012
1,Garrett Graham,HOU,21.9,14,14,11,99,2,0,0,0,0,0,7,2012
2,Benjamin Watson,CLE,16.7,8,8,4,47,2,0,0,0,0,0,7,2012
3,Marcedes Lewis,JAC,16,4,4,3,40,2,0,0,0,0,0,7,2012
4,Vernon Davis,SF,14.3,8,8,6,83,1,0,0,0,0,0,7,2012
5,Owen Daniels,HOU,13.7,17,17,10,77,1,0,0,0,0,0,7,2012
6,J. Finley,GB,12.6,3,3,3,66,1,0,0,0,0,0,7,2012
7,Jason Witten,DAL,12.5,23,23,16,125,0,0,0,0,0,0,7,2012
8,Dallas Clark,TB,11.8,11,11,7,58,1,0,0,0,0,0,7,2012
9, James Casey,HOU,11.8,8,8,7,58,1,0,0,0,0,0,7,2012
10, Brandon Myers,LVR,11.5,10,10,6,55,1,0,0,0,0,0,7,2012
11, B. Pettigrew,DET,9.6,22,22,12,96,0,0,0,0,0,1,7,2012
12, Jimmy Graham,NO,8.9,6,6,6,29,1,0,0,0,0,1,7,2012
13, Niles Paul,WAS,8.9,1,1,1,29,1,0,0,0,0,0,7,2012
14, Tony Scheffler,DET,7.9,16,16,7,79,0,0,0,0,0,0,7,2012
15, Tony Moeaki,KC,7.3,6,6,4,73,0,0,0,0,0,0,7,2012
16, J. Gresham,CIN,6.9,8,8,6,69,0,0,0,0,0,1,7,2012
17, Dwayne Allen,IND,6.9,11,11,6,69,0,0,0,0,0,0,7,2012
18, Nate Byham,TB,6.3,1,1,1,3,1,0,0,0,0,0,7,2012
19, Jacob Tamme,DEN,5.3,5,5,4,53,0,0,0,0,0,0,7,2012
20, Greg Olsen,CAR,4.2,6,6,2,42,0,0,0,0,0,0,7,2012
21, Tony Gonzalez,ATL,3.3,8,8,3,33,0,0,0,0,0,0,7,2012
22, Joel Dreessen,DEN,2.8,6,6,4,28,0,0,0,0,0,0,7,2012
23, Ladarius Green,LAC,2.5,3,3,3,25,0,0,0,0,0,0,7,2012
24, Heath Miller,PIT,2.2,5,5,2,22,0,0,0,0,0,0,7,2012
25, Kellen Davis,CHI,2,2,2,2,20,0,0,0,0,0,0,7,2012
26, Konrad Reuland,NYJ,1.8,1,1,1,18,0,0,0,0,0,0,7,2012
27, Antonio Gates,LAC,1.7,4,4,2,17,0,0,0,0,0,0,7,2012
28, Will Heller,DET,1.7,1,1,1,17,0,0,0,0,0,0,7,2012
29, Dustin Keller,NYJ,1.6,2,2,2,16,0,0,0,0,0,0,7,2012
30, Lance Kendricks,LAR,1.4,2,2,2,14,0,0,0,0,0,1,7,2012
31, Logan Paulsen,WAS,1.1,3,3,2,11,0,0,0,0,0,0,7,2012
32, Delanie Walker,SF,0.9,3,3,1,9,0,0,0,0,0,0,7,2012
33, Mike McNeill,LAR,0.9,2,2,1,9,0,0,0,0,0,0,7,2012
34, Ed Dickson,BAL,0.8,2,2,2,8,0,0,0,0,0,0,7,2012
35, Jeff Cumberland,NYJ,0.7,1,1,1,7,0,0,0,0,0,0,7,2012
36, David Paulson,PIT,0.6,2,2,1,6,0,0,0,0,0,0,7,2012
37, Dennis Pitta,BAL,0.5,1,1,1,5,0,0,0,0,0,0,7,2012
38, Alex Smith,CLE,0.2,1,1,1,2,0,0,0,0,0,0,7,2012
39, Chris Cooley,WAS,0,0,0,0,0,0,0,0,0,0,0,7,2012
40, Randy McMichael,LAC,0,1,1,0,0,0,0,0,0,0,0,7,2012
41, David Thomas,NO,0,0,0,0,0,0,0,0,0,0,0,7,2012
42, Jeff King,ARI,0,0,0,0,0,0,0,0,0,0,0,7,2012
43, Ben Hartsock,CAR,0,0,0,0,0,0,0,0,0,0,0,7,2012
44, Billy Bajema,BAL,0,0,0,0,0,0,0,0,0,0,0,7,2012
45, V. Shiancoe,NE,0,0,0,0,0,0,0,0,0,0,0,7,2012
46, Leonard Pope,PIT,0,0,0,0,0,0,0,0,0,0,0,7,2012
47, Brian Jennings,SF,0,0,0,0,0,0,0,0,0,0,0,7,2012
48, Matt Spaeth,CHI,0,0,0,0,0,0,0,0,0,0,0,7,2012
49, Gary Barnidge,CAR,0,0,0,0,0,0,0,0,0,0,0,7,2012
50, M. Mulligan,LAR,0,0,0,0,0,0,0,0,0,0,0,7,2012
51, Chase Coffman,ATL,0,0,0,0,0,0,0,0,0,0,0,7,2012
52, John Phillips,DAL,0,0,0,0,0,0,0,0,0,0,0,7,2012
53, Tom Crabtree,GB,0,0,0,0,0,0,0,0,0,0,0,7,2012
54, Zach Potter,JAC,0,1,1,0,0,0,0,0,0,0,0,7,2012
55, M. Hoomanawanui,NE,0,0,0,0,0,0,0,0,0,0,0,7,2012
56, Jim Dray,ARI,0,0,0,0,0,0,0,0,0,0,0,7,2012
57, Michael Palmer,ATL,0,0,0,0,0,0,0,0,0,0,0,7,2012
58, Richie Brockel,CAR,0,0,0,0,0,0,0,0,0,0,0,7,2012
59, Steve Maneri,KC,0,0,0,0,0,0,0,0,0,0,0,7,2012
60, Rob Housler,ARI,0,0,0,0,0,0,0,0,0,0,0,7,2012
61, Jordan Cameron,CLE,0,2,2,0,0,0,0,0,0,0,0,7,2012
62, Virgil Green,DEN,0,0,0,0,0,0,0,0,0,0,0,7,2012
63, Ryan Taylor,GB,0,0,0,0,0,0,0,0,0,0,0,7,2012
64, DJ Williams,GB,0,0,0,0,0,0,0,0,0,0,0,7,2012
65, David Ausberry,LVR,0,0,0,0,0,0,0,0,0,0,0,7,2012
66, Richard Gordon,LVR,0,0,0,0,0,0,0,0,0,0,0,7,2012
67, Luke Stocker,TB,0,2,2,0,0,0,0,0,0,0,0,7,2012
68, Kyle Adams,CHI,0,0,0,0,0,0,0,0,0,0,0,7,2012
69, Weslye Saunders,IND,0,0,0,0,0,0,0,0,0,0,0,7,2012
70, Kyle Miller,IND,0,0,0,0,0,0,0,0,0,0,0,7,2012
71, Orson Charles,CIN,0,0,0,0,0,0,0,0,0,0,0,7,2012
72, Garrett Celek,SF,0,0,0,0,0,0,0,0,0,0,0,7,2012
73, Cory Harkey,LAR,0,1,1,0,0,0,0,0,0,0,0,7,2012
74, James Hanna,DAL,0,0,0,0,0,0,0,0,0,0,0,7,2012
0,Charles Clay,MIA,14.4,6,6,6,84,1,0,0,0,0,0,8,2012
1,Dustin Keller,NYJ,12.4,7,7,5,64,1,0,0,0,0,0,8,2012
2,Kyle Rudolph,MIN,11.5,9,9,5,55,1,0,0,0,0,0,8,2012
3,Jacob Tamme,DEN,10.8,7,7,4,48,1,0,0,0,0,0,8,2012
4,Dennis Pitta,BAL,10.2,9,9,6,42,1,0,0,0,0,0,8,2012
5,J. Gresham,CIN,10.1,4,4,4,41,1,0,0,0,0,0,8,2012
6,Lance Kendricks,LAR,9.7,2,2,1,37,1,0,0,0,0,0,8,2012
7,David Thomas,NO,8.4,5,5,4,24,1,0,0,0,0,0,8,2012
8,Gary Barnidge,CAR,8.4,1,1,1,24,1,0,0,0,0,0,8,2012
9, Anthony McCoy,SEA,8.3,3,3,2,23,1,0,0,0,0,0,8,2012
10, Rob Housler,ARI,8.2,11,11,8,82,0,0,0,0,0,0,8,2012
11, Delanie Walker,SF,8.1,3,3,3,81,0,0,0,0,0,0,8,2012
12, Matt Spaeth,CHI,7.3,1,1,1,13,1,0,0,0,0,0,8,2012
13, Jordan Cameron,CLE,7.2,2,2,2,12,1,0,0,0,0,0,8,2012
14, Dallas Clark,TB,6.5,4,4,4,65,0,0,0,0,0,0,8,2012
15, Heath Miller,PIT,6.3,8,8,6,63,0,0,0,0,0,0,8,2012
16, Tony Gonzalez,ATL,6.2,5,5,5,62,0,0,0,0,0,0,8,2012
17, Lee Smith,BUF,6.1,1,1,1,1,1,0,0,0,0,0,8,2012
18, Jeff Cumberland,NYJ,5.8,4,4,4,58,0,0,0,0,0,0,8,2012
19, Marcedes Lewis,JAC,5.6,6,6,4,56,0,0,0,0,0,0,8,2012
20, J. Finley,GB,5.1,5,5,3,51,0,0,0,0,0,0,8,2012
21, Greg Olsen,CAR,5,5,5,4,50,0,0,0,0,0,0,8,2012
22, Jared Cook,TEN,4.7,8,8,6,47,0,0,0,0,0,0,8,2012
23, M. Bennett,NYG,4.4,3,3,3,44,0,0,0,0,0,0,8,2012
24, Tony Moeaki,KC,4,2,2,2,40,0,0,0,0,0,0,8,2012
25, Brandon Myers,LVR,3.7,6,6,5,37,0,0,0,0,0,0,8,2012
26, Aaron Hernandez,NE,3.6,3,3,2,36,0,0,0,0,0,0,8,2012
27, Dwayne Allen,IND,3.6,6,6,3,36,0,0,0,0,0,0,8,2012
28, Jimmy Graham,NO,3.3,6,6,4,33,0,0,0,0,0,0,8,2012
29, Benjamin Watson,CLE,2.6,3,3,3,26,0,0,0,0,0,0,8,2012
30, Scott Chandler,BUF,2.6,3,3,2,26,0,0,0,0,0,0,8,2012
31, Daniel Fells,NE,2.4,2,2,1,24,0,0,0,0,0,0,8,2012
32, Brent Celek,PHI,1.9,3,3,2,19,0,0,0,0,0,0,8,2012
33, Zach Miller,SEA,1.6,3,3,3,16,0,0,0,0,0,0,8,2012
34, Kellen Davis,CHI,1.5,4,4,1,15,0,0,0,0,0,0,8,2012
35, M. Mulligan,LAR,1.5,1,1,1,15,0,0,0,0,0,0,8,2012
36, Orson Charles,CIN,1.4,2,2,2,14,0,0,0,0,0,0,8,2012
37, Antonio Gates,LAC,1.3,2,2,2,13,0,0,0,0,0,0,8,2012
38, Craig Stevens,TEN,1.2,1,1,1,12,0,0,0,0,0,0,8,2012
39, Randy McMichael,LAC,1.1,3,3,2,11,0,0,0,0,0,0,8,2012
40, Anthony Fasano,MIA,1,1,1,1,10,0,0,0,0,0,0,8,2012
41, Jeff King,ARI,0.9,1,1,1,9,0,0,0,0,0,0,8,2012
42, John Carlson,MIN,0.7,2,2,1,7,0,0,0,0,0,0,8,2012
43, Konrad Reuland,NYJ,0.7,1,1,1,7,0,0,0,0,0,0,8,2012
44, Evan Moore,SEA,0.6,1,1,1,6,0,0,0,0,0,0,8,2012
45, Luke Stocker,TB,0.5,2,2,1,5,0,0,0,0,0,0,8,2012
46, Weslye Saunders,IND,0.4,2,2,1,4,0,0,0,0,0,0,8,2012
47, Joel Dreessen,DEN,0.3,3,3,2,3,0,0,0,0,0,0,8,2012
48, Vernon Davis,SF,0,1,1,0,0,0,0,0,0,0,0,8,2012
49, Ben Hartsock,CAR,0,0,0,0,0,0,0,0,0,0,0,8,2012
50, Billy Bajema,BAL,0,0,0,0,0,0,0,0,0,0,0,8,2012
51, V. Shiancoe,NE,0,0,0,0,0,0,0,0,0,0,0,8,2012
52, Alex Smith,CLE,0,1,1,0,0,0,0,0,0,0,0,8,2012
53, Leonard Pope,PIT,0,0,0,0,0,0,0,0,0,0,0,8,2012
54, Brian Jennings,SF,0,0,0,0,0,0,0,0,0,0,0,8,2012
55, Chase Coffman,ATL,0,0,0,0,0,0,0,0,0,0,0,8,2012
56, Travis Beckum,NYG,0,0,0,0,0,0,0,0,0,0,0,8,2012
57, Bear Pascoe,NYG,0,0,0,0,0,0,0,0,0,0,0,8,2012
58, Tom Crabtree,GB,0,0,0,0,0,0,0,0,0,0,0,8,2012
59, Zach Potter,JAC,0,0,0,0,0,0,0,0,0,0,0,8,2012
60, Ed Dickson,BAL,0,0,0,0,0,0,0,0,0,0,0,8,2012
61, M. Hoomanawanui,NE,0,0,0,0,0,0,0,0,0,0,0,8,2012
62, Clay Harbor,PHI,0,0,0,0,0,0,0,0,0,0,0,8,2012
63, Jim Dray,ARI,0,0,0,0,0,0,0,0,0,0,0,8,2012
64, Nate Byham,TB,0,0,0,0,0,0,0,0,0,0,0,8,2012
65, Dorin Dickerson,BUF,0,1,1,0,0,0,0,0,0,0,0,8,2012
66, Michael Palmer,ATL,0,0,0,0,0,0,0,0,0,0,0,8,2012
67, Richie Brockel,CAR,0,0,0,0,0,0,0,0,0,0,0,8,2012
68, Jeron Mastrud,MIA,0,0,0,0,0,0,0,0,0,0,0,8,2012
69, Steve Maneri,KC,0,0,0,0,0,0,0,0,0,0,0,8,2012
70, Virgil Green,DEN,0,0,0,0,0,0,0,0,0,0,0,8,2012
71, Ryan Taylor,GB,0,0,0,0,0,0,0,0,0,0,0,8,2012
72, DJ Williams,GB,0,1,1,0,0,0,0,0,0,0,0,8,2012
73, David Ausberry,LVR,0,0,0,0,0,0,0,0,0,0,0,8,2012
74, Richard Gordon,LVR,0,0,0,0,0,0,0,0,0,0,0,8,2012
75, Kyle Adams,CHI,0,0,0,0,0,0,0,0,0,0,0,8,2012
76, Mike McNeill,LAR,0,0,0,0,0,0,0,0,0,0,0,8,2012
77, Taylor Thompson,TEN,0,0,0,0,0,0,0,0,0,0,0,8,2012
78, Ladarius Green,LAC,0,0,0,0,0,0,0,0,0,0,0,8,2012
79, Rhett Ellison,MIN,0,1,1,0,0,0,0,0,0,0,0,8,2012
80, David Paulson,PIT,0,0,0,0,0,0,0,0,0,0,0,8,2012
81, Bradley Sowell,IND,0,0,0,0,0,0,0,0,0,0,0,8,2012
82, Garrett Celek,SF,0,0,0,0,0,0,0,0,0,0,0,8,2012
83, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,8,2012
84, Cory Harkey,LAR,0,0,0,0,0,0,0,0,0,0,0,8,2012
0,Brandon Myers,LVR,19,15,15,14,130,1,0,0,0,0,0,9,2012
1,Heath Miller,PIT,15.7,6,6,5,97,1,0,0,0,0,0,9,2012
2,Tony Gonzalez,ATL,11.8,5,5,4,58,1,0,0,0,0,0,9,2012
3,Tony Moeaki,KC,11.4,4,4,4,54,1,0,0,0,0,0,9,2012
4,Kyle Rudolph,MIN,11.1,8,8,6,51,1,0,0,0,0,0,9,2012
5,Greg Olsen,CAR,10.7,4,4,1,47,1,0,0,0,0,0,9,2012
6,B. Pettigrew,DET,10.3,8,8,3,43,1,0,0,0,0,0,9,2012
7,Aaron Hernandez,NE,9.7,13,13,8,97,0,0,0,0,0,0,9,2012
8,Jacob Tamme,DEN,8.9,13,13,9,89,0,0,0,0,0,0,9,2012
9, Coby Fleener,IND,8.6,2,2,1,26,1,0,0,0,0,0,9,2012
10, Jeff Cumberland,NYJ,8.5,4,4,2,25,1,0,0,0,0,0,9,2012
11, Dallas Clark,TB,8.1,5,5,3,21,1,0,0,0,0,0,9,2012
12, Benjamin Watson,CLE,8,9,9,6,80,0,0,0,0,0,0,9,2012
13, Scott Chandler,BUF,7.1,4,4,1,11,1,0,0,0,0,0,9,2012
14, Marcedes Lewis,JAC,6.8,7,7,4,68,0,0,0,0,0,0,9,2012
15, James Casey,HOU,6.5,3,3,1,5,1,0,0,0,0,0,9,2012
16, J. Finley,GB,6,7,7,6,60,0,0,0,0,0,0,9,2012
17, Jimmy Graham,NO,5.9,6,6,4,59,0,0,0,0,0,0,9,2012
18, Tony Scheffler,DET,5.5,5,5,3,55,0,0,0,0,0,0,9,2012
19, Jared Cook,TEN,5.1,12,12,4,51,0,0,0,0,0,0,9,2012
20, Dwayne Allen,IND,5,5,5,2,50,0,0,0,0,0,0,9,2012
21, Owen Daniels,HOU,4.3,10,10,3,43,0,0,0,0,0,0,9,2012
22, Lance Kendricks,LAR,3.2,5,5,3,32,0,0,0,0,0,0,9,2012
23, Jordan Cameron,CLE,3,5,5,2,30,0,0,0,0,0,0,9,2012
24, Charles Clay,MIA,2.6,3,3,2,26,0,0,0,0,0,0,9,2012
25, Tom Crabtree,GB,2,2,2,2,20,0,0,0,0,0,0,9,2012
26, Dennis Pitta,BAL,1.9,3,3,1,19,0,0,0,0,0,0,9,2012
27, Luke Stocker,TB,1.9,2,2,2,19,0,0,0,0,0,0,9,2012
28, Dustin Keller,NYJ,1.7,2,2,2,17,0,0,0,0,0,0,9,2012
29, Vernon Davis,SF,1.5,3,3,2,15,0,0,0,0,0,0,9,2012
30, Rob Housler,ARI,1.5,6,6,4,15,0,0,0,0,0,0,9,2012
31, Anthony Fasano,MIA,1.4,3,3,1,14,0,0,0,0,0,0,9,2012
32, Anthony McCoy,SEA,1.1,1,1,1,11,0,0,0,0,0,0,9,2012
33, Delanie Walker,SF,0.7,2,2,1,7,0,0,0,0,0,0,9,2012
34, Zach Miller,SEA,0.7,6,6,2,7,0,0,0,0,0,0,9,2012
35, Garrett Graham,HOU,0.7,1,1,1,7,0,0,0,0,0,0,9,2012
36, Will Heller,DET,0.5,1,1,1,5,0,0,0,0,0,0,9,2012
37, Alex Smith,CLE,0.1,1,1,1,1,0,0,0,0,0,0,9,2012
38, Michael Higgins,NO,-0.3,1,1,1,-3,0,0,0,0,0,0,9,2012
39, Jeff King,ARI,0,0,0,0,0,0,0,0,0,0,0,9,2012
40, Ben Hartsock,CAR,0,0,0,0,0,0,0,0,0,0,0,9,2012
41, Billy Bajema,BAL,0,0,0,0,0,0,0,0,0,0,0,9,2012
42, Leonard Pope,PIT,0,0,0,0,0,0,0,0,0,0,0,9,2012
